Sea_area,Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon
서해,2014-08,18.4348,32.7357,5.291,0.7638,0.2418,9.2359,12.465
동해,2014-08,23.2832,33.2305,4.23,0.0341,0.0208,0.6229,0.7449
동해,2014-08,23.5388,33.0045,4.22,,,,
동해,2014-08,23.8219,33.3761,4.23,0.0195,0.4,0.0905,0.9407
동해,2014-08,22.3736,33.8209,4.25,,,,
동해,2014-08,23.0639,33.9405,,0.0185,0.3739,0.1402,1.7883
동해,2014-08,22.9463,32.4611,,,,,
동해,2014-08,24.1913,32.4796,,0.0204,0.0038,0.4981,4.9647
동해,2014-08,24.326,34.0503,,0.0156,0.0076,0.483,2.3042
동해,2014-08,24.1149,34.2146,,,,,
동해,2014-08,23.8751,32.6448,,0.0341,0.0264,0.5841,3.5477
동해,2014-08,24.4071,33.6412,,,,,
동해,2014-08,23.866,32.5567,,0.0448,,0.6975,5.2964
동해,2014-08,22.6622,32.2686,,,,,
동해,2014-08,22.1929,33.7833,,0.0282,0.0142,0.5057,2.3106
동해,2014-08,23.4077,33.6986,,,,,
동해,2014-08,23.6693,33.0657,,0.0214,0.0142,0.4263,0.1787
동해,2014-08,23.8445,33.0551,,0.0243,0.0057,0.4641,0.0696
동해,2014-08,23.706,33.0898,5.48,,,,
동해,2014-08,23.7915,33.0904,5.52,0.0185,0.0094,0.6994,0.0407
동해,2014-08,23.6726,33.4529,5.45,,,,
동해,2014-08,22.3425,33.5443,5.25,0.0156,0.0038,0.4045,1.829
동해,2014-08,21.983,33.5121,5.77,,,,
동해,2014-08,24.2736,32.9077,5.09,,0.1437,0.7675,2.0403
동해,2014-08,24.0928,33.8165,5.04,,,,
동해,2014-08,23.9553,32.9021,5.04,0.0312,0.0065,0.6603,3.4826
동해,2014-08,23.7869,33.4559,5.12,,,,
서해,2014-08,19.5157,32.6433,,,,,
서해,2014-08,23.9139,31.4299,5.4193,0.4345,0.3397,7.0113,10.625
서해,2014-08,23.559,31.6042,,,,,
서해,2014-08,24.5183,31.7121,5.4906,0.425,0.2785,32.2704,9.3638
동해,2014-08,23.639,33.72,5.13,0.0151,0.0028,0.5056,1.8742
서해,2014-08,24.8071,31.9258,5.6047,,,,
동해,2014-08,23.4894,33.7985,5.25,,,,
동해,2014-08,23.4814,33.6915,5.13,0.0231,0.0065,0.7140000000000001,2.0532
서해,2014-08,25.1528,30.5456,5.3766,,,,
동해,2014-08,22.606,33.6362,5.42,,,,
서해,2014-08,25.0116,31.0707,5.6333,0.2686,0.2479,5.296,4.4899
서해,2014-08,25.556,30.8427,,,,,
동해,2014-08,23.982,33.4431,5.06,,,,
서해,2014-08,25.2552,30.9079,5.3908,2.4996,0.005,22.1927,3.7943
동해,2014-08,23.9334,33.1149,5.04,,0.0177,0.4835,2.8472
서해,2014-08,24.8992,31.0674,,,,,
서해,2014-08,24.3395,31.2523,5.6475,0.2819,0.0567,4.6649,8.4408
동해,2014-08,24.2648,33.1747,5.05,,,,
서해,2014-08,24.4348,30.837,,,,,
동해,2014-08,23.6552,33.3306,5.0,0.006,0.0168,0.3895,2.7475
서해,2014-08,24.4514,30.939,5.7188,0.3168,0.2114,8.9747,6.2497
서해,2014-08,24.2741,30.9348,,,,,
동해,2014-08,23.1397,33.3078,5.18,,,,
동해,2014-08,23.447,33.3603,5.05,0.0151,0.0103,0.4659,3.1258
동해,2014-08,23.0684,33.2995,5.11,,,,
동해,2014-08,24.4001,32.551,5.01,0.006999999999999999,0.0093,0.474,3.5041
동해,2014-08,23.1137,33.4347,5.49,,,,
동해,2014-08,23.8175,33.4832,5.3,,0.0093,0.3773,0.3943
동해,2014-08,23.6717,33.3484,5.58,0.0191,0.014,0.7342,0.0375
동해,2014-08,23.5751,33.3534,5.48,,,,
동해,2014-08,23.3645,32.323,5.49,,,,
동해,2014-08,23.0927,32.3111,5.77,,,,
동해,2014-08,23.7201,32.3326,5.46,0.002,0.0261,0.4572,6.9921
동해,2014-08,23.4664,32.4613,5.21,,,,
동해,2014-08,24.4096,32.6618,5.0,,0.0084,0.5411,3.3798
동해,2014-08,23.1908,33.2636,5.08,,,,
동해,2014-08,23.2297,33.2845,5.12,,0.0056,0.4267,2.4464
동해,2014-08,23.4538,32.8281,5.16,0.8632,0.0215,10.5943,13.6423
동해,2014-08,23.4417,32.8383,5.05,,0.0047,0.4769,3.8984
동해,2014-08,24.5652,32.9239,4.81,,,,
동해,2014-08,24.4146,32.9634,4.97,,0.0149,0.5736,3.1708
동해,2014-08,23.8817,33.1904,5.02,,,,
동해,2014-08,23.1253,33.0536,5.02,0.008,0.0131,0.5596,2.4625
동해,2014-08,24.0815,32.5629,5.04,,,,
동해,2014-08,23.3032,32.3072,5.05,,0.0103,0.3848,4.4696
동해,2014-08,23.032,31.927,5.18,0.006999999999999999,0.0457,0.7125,7.4111
동해,2014-08,22.5699,31.9904,5.3,,,,
동해,2014-08,23.2792,31.6705,5.33,,,,
동해,2014-08,23.1799,31.881,5.31,,,,
동해,2014-08,23.729,31.9072,5.27,,0.0392,0.301,6.3898
동해,2014-08,23.6091,32.0969,5.07,,,,
동해,2014-08,23.5923,31.8521,5.06,,0.0131,0.5428,6.4852
동해,2014-08,23.6752,32.5896,5.1,,0.0243,0.8108,3.3616
동해,2014-08,24.534,32.9909,4.91,,,,
동해,2014-08,24.0694,32.4381,4.96,,0.0177,0.3923,5.779
동해,2014-08,24.2787,32.4822,5.05,,,,
동해,2014-08,23.2025,30.5572,5.07,0.1207,0.1343,2.9525,11.827
남해,2014-08,23.0326,30.4838,4.7714,0.123,0.4920000000000001,3.689,7.175
남해,2014-08,23.7912,32.1266,,,,,
남해,2014-08,23.7468,32.2062,4.9143,0.057,0.109,0.625,7.099
남해,2014-08,24.1321,31.7354,4.9714,0.032,0.173,0.608,8.603
남해,2014-08,24.3945,32.202,,,,,
남해,2014-08,23.905,32.0824,5.4571,0.046,0.112,0.674,5.07
남해,2014-08,24.7111,32.0727,,,,,
남해,2014-08,24.368,32.2057,5.0571,0.055,0.136,0.6609999999999999,6.135
남해,2014-08,24.0325,31.7202,,,,,
남해,2014-08,23.9423,32.0997,,,,,
남해,2014-08,23.9802,32.0566,,,,,
남해,2014-08,24.4172,31.9741,5.0571,0.027000000000000003,0.181,0.52,8.527999999999999
남해,2014-08,24.1574,31.9221,,,,,
남해,2014-08,26.7249,33.7889,,,,,
남해,2014-08,26.9943,33.8164,4.6,0.029,0.079,0.517,2.8
남해,2014-08,26.5499,33.7777,,,,,
남해,2014-08,23.468000000000004,32.0356,5.0286,0.032,0.132,0.5479999999999999,4.002
남해,2014-08,23.6546,32.1274,,,,,
남해,2014-08,23.831,32.0008,5.0,0.029,0.121,0.606,7.457999999999998
남해,2014-08,24.0242,31.95,,,,,
남해,2014-08,24.2282,31.8156,,,,,
남해,2014-08,24.3834,31.9683,,,,,
남해,2014-08,23.764,32.1047,4.8857,0.03,0.13,0.495,6.872999999999998
남해,2014-08,23.4607,32.1808,,,,,
남해,2014-08,25.1363,31.903,4.7429,0.003,0.08900000000000001,0.639,8.065
남해,2014-08,25.9032,32.2799,,,,,
남해,2014-08,25.7915,33.463,4.7143,0.02,0.131,0.521,4.134
남해,2014-08,25.2743,33.1487,5.2286,0.026,0.075,0.522,5.959
남해,2014-08,27.2606,33.6759,,,,,
남해,2014-08,27.1232,33.7359,3.7429,0.262,0.294,4.658,6.995
남해,2014-08,27.3403,33.8581,,,,,
남해,2014-08,27.6215,33.5402,4.8286,0.049,0.188,0.526,1.66
남해,2014-08,27.0708,33.4826,,,,,
남해,2014-08,26.9706,33.4386,4.6,0.021,0.199,0.645,2.173
남해,2014-08,26.9561,33.6413,,,,,
남해,2014-08,26.6685,33.1048,4.6857,0.027000000000000003,0.07400000000000001,0.479,3.73
남해,2014-08,26.421,32.0702,,,,,
남해,2014-08,25.9213,31.7152,4.7714,0.036000000000000004,0.14,0.6809999999999999,7.971
남해,2014-08,25.8419,30.3168,,,,,
남해,2014-08,25.6478,29.9193,4.9143,0.032,0.111,1.046,8.953
남해,2014-08,25.6774,29.5577,,,,,
동중국해,2014-08,26.8472,31.0322,,0.012,0.14400000000000002,6.952000000000001,5.347
동중국해,2014-08,26.5126,30.4971,5.247999999999998,0.048,0.131,5.303,5.801
남해,2014-08,25.0043,30.464,,,,,
동중국해,2014-08,26.5464,30.4431,5.226,0.041,0.132,3.442,5.002
남해,2014-08,25.2294,30.6354,5.0857,0.031,0.105,1.124,6.339
동중국해,2014-08,26.4626,30.3689,5.205,0.011,0.055,4.331,7.09
남해,2014-08,25.3569,30.6571,,,,,
동중국해,2014-08,26.2122,29.7429,5.435,0.02,0.039,1.354,6.813
남해,2014-08,25.4655,30.0376,5.0286,0.032,0.085,0.743,6.56
남해,2014-08,25.6441,29.4852,,,,,
동중국해,2014-08,26.8187,30.3803,5.2570000000000014,0.049,0.181,8.165,5.303
남해,2014-08,25.8763,30.1475,,0.023,0.121,1.089,12.687
남해,2014-08,25.889,29.821,,,,,
동중국해,2014-08,26.0775,30.089,5.377000000000002,0.044,0.034,1.883,6.07
남해,2014-08,25.5373,30.4391,3.9429,0.025,0.146,0.871,6.6629999999999985
동중국해,2014-08,26.0033,29.76,5.587999999999999,0.051,0.06,7.664,6.354
남해,2014-08,25.6935,32.8878,,,,,
동중국해,2014-08,26.3224,29.3369,5.45,0.04,0.28,7.082999999999998,3.2
동중국해,2014-08,25.8761,29.3645,5.523,0.012,0.287,4.921,3.517
동중국해,2014-08,25.4888,29.7564,5.577000000000001,0.018000000000000002,0.086,1.956,2.496
동중국해,2014-08,25.3208,29.8502,5.45,0.034,0.062,4.723,4.4110000000000005
동중국해,2014-08,25.8876,28.897,5.35,0.266,0.1,5.431,2.331
동중국해,2014-08,25.7756,29.2462,5.315,0.006999999999999999,0.092,5.252999999999999,1.948
동중국해,2014-08,25.8772,29.4676,5.346,0.036000000000000004,0.28300000000000003,8.166,4.649
동중국해,2014-08,25.6079,30.7707,5.23,0.002,0.214,6.823,5.964
남해,2014-08,25.2258,33.1645,5.0857,0.006,0.452,0.96,5.06
남해,2014-08,25.366,32.5251,,,,,
남해,2014-08,22.4263,31.9392,4.6857,0.034,0.154,2.266,8.718
남해,2014-08,20.8219,32.1727,,,,,
동해,2015-08,20.4511,33.088,5.69,0.39,0.02,0.31,2.55
동해,2015-08,24.4821,32.5333,5.34,,,,
동해,2015-08,25.674,32.3514,5.12,0.08,0.03,0.35,2.32
동해,2015-08,25.3174,32.5912,5.13,,,,
동해,2015-08,25.5751,32.9731,5.07,0.03,0.03,0.42,2.03
동해,2015-08,26.0734,33.0163,5.01,,,,
동해,2015-08,25.6481,33.3207,5.04,0.02,0.02,0.41,2.52
동해,2015-08,25.2598,33.332,5.02,0.15,0.03,0.21,2.72
동해,2015-08,23.7968,33.1171,5.8,,,,
동해,2015-08,22.737,32.7996,5.39,0.01,0.03,0.3,4.98
동해,2015-08,24.0377,32.5562,5.14,,,,
동해,2015-08,21.7585,33.5662,5.65,0.01,0.03,0.63,1.74
동해,2015-08,24.135,33.1972,5.41,,,,
동해,2015-08,25.8123,32.6922,5.13,0.02,0.03,0.33,2.05
동해,2015-08,24.7263,33.0152,5.37,,,,
서해,2015-08,21.3472,31.8545,5.55,0.84,0.96,4.77,5.31
동해,2015-08,25.6128,32.9973,5.15,0.01,0.03,0.12,1.58
동해,2015-08,25.9841,32.8969,5.23,,,,
서해,2015-08,24.8124,32.256,,,,,
서해,2015-08,25.6735,32.2371,5.52,0.19,0.15,0.53,2.54
서해,2015-08,26.1158,32.2369,,,,,
서해,2015-08,26.0922,32.1868,5.83,0.47,0.48,0.17,4.86
서해,2015-08,26.4467,32.0433,,,,,
서해,2015-08,26.6277,31.8949,5.7,0.05,0.84,0.61,2.4
서해,2015-08,26.6764,31.4931,5.49,,,,
서해,2015-08,26.953000000000007,31.8566,5.28,,,,
서해,2015-08,26.7847,32.1102,5.42,0.58,0.16,4.35,4.74
서해,2015-08,26.8903,32.2338,,,,,
서해,2015-08,27.0637,32.1255,5.7,0.16,0.29,1.1,1.78
서해,2015-08,26.1779,31.4479,,,,,
서해,2015-08,27.5685,31.4573,5.49,0.26,0.18,6.63,5.39
서해,2015-08,27.4988,31.2002,,,,,
서해,2015-08,27.19,31.3062,5.51,0.08,0.33,1.17,5.71
서해,2015-08,23.0742,31.9195,,,,,
서해,2015-08,25.9743,31.6836,5.71,0.48,0.17,1.09,5.76
서해,2015-08,26.7474,31.4149,5.32,0.21,0.17,1.17,4.64
동해,2015-08,25.5275,33.228,4.94,,,,
동해,2015-08,22.9785,33.3587,5.62,0.02,0.05,0.23,2.1
동해,2015-08,25.7999,33.1846,5.19,,,,
동해,2015-08,25.6882,33.2486,5.29,0.01,0.03,0.19,1.92
동해,2015-08,24.6742,33.199,5.43,,,,
동해,2015-08,22.8057,32.8199,5.61,0.01,0.03,0.41,4.89
동해,2015-08,25.7482,32.7403,5.17,,,,
동해,2015-08,26.6834,32.7948,5.0,0.0001,0.02,0.54,4.06
동해,2015-08,26.4664,32.9808,4.95,,,,
동해,2015-08,26.0865,32.5517,5.03,0.01,0.01,0.46,5.65
동해,2015-08,25.8958,32.3756,4.99,,,,
동해,2015-08,25.9786,32.4759,5.0,0.01,0.02,0.62,6.1
동해,2015-08,26.0806,32.4565,5.01,,,,
동해,2015-08,26.2094,33.6735,5.0,,,,
동해,2015-08,26.248,33.2429,5.01,0.02,0.01,0.2,4.27
동해,2015-08,24.1925,32.9706,5.57,,,,
동해,2015-08,26.8749,33.3354,4.95,0.02,0.01,0.25,4.79
동해,2015-08,26.5122,33.5435,4.95,,,,
동해,2015-08,26.2656,33.0801,5.0,0.01,0.01,0.2,4.21
동해,2015-08,25.3693,32.6443,5.18,,,,
동해,2015-08,24.2069,32.4804,5.34,0.02,0.02,0.27,5.84
동해,2015-08,26.2629,31.8618,5.13,,,,
동해,2015-08,23.6556,32.4497,6.1,0.1,0.02,0.17,1.27
동해,2015-08,23.8252,33.3038,5.63,0.01,0.01,0.03,1.93
동해,2015-08,24.3413,33.3303,5.53,,,,
서해,2015-08,26.6541,30.962,,,,,
서해,2015-08,26.8829,30.9308,5.89,0.14,0.27,8.85,8.85
서해,2015-08,26.7214,31.0563,,,,,
서해,2015-08,26.9225,30.9395,5.45,0.54,0.26,2.54,6.23
서해,2015-08,27.2508,31.4921,,,,,
서해,2015-08,26.6905,31.5072,5.71,0.07,0.09,0.76,5.81
서해,2015-08,26.6782,31.6501,,,,,
서해,2015-08,27.1188,32.0172,5.54,0.8,0.34,4.83,2.34
서해,2015-08,27.2765,32.0339,5.16,,,,
서해,2015-08,27.1312,32.12,5.74,,,,
서해,2015-08,26.8251,31.7294,5.46,0.58,0.28,3.2,4.72
서해,2015-08,26.8681,31.7887,,,,,
서해,2015-08,27.115,30.929,5.19,0.44,0.25,5.22,5.25
서해,2015-08,27.1886,30.551,,,,,
서해,2015-08,26.9367,30.9202,5.55,0.24,0.37,2.98,8.75
서해,2015-08,26.2583,31.2112,,,,,
서해,2015-08,25.814,31.6282,6.09,0.44,0.18,2.17,8.46
동해,2015-08,22.5576,33.417,6.21,,,,
동해,2015-08,23.2403,32.8567,,,,,
동해,2015-08,26.6523,31.6933,5.16,0.01,0.01,0.18,5.53
동해,2015-08,27.7272,31.9437,4.9,,,,
동해,2015-08,27.5345,31.2809,4.93,0.01,0.01,0.47,7.96
동해,2015-08,26.7131,33.0095,4.98,,,,
동해,2015-08,25.743,32.9636,5.13,0.02,0.01,0.37,3.58
동해,2015-08,26.3434,33.1053,4.96,,,,
동해,2015-08,26.5738,33.6923,4.87,0.13,0.01,0.41,5.22
동해,2015-08,26.7013,32.9818,4.89,,,,
동해,2015-08,25.7556,32.7595,5.19,0.01,0.02,0.45,4.07
동해,2015-08,26.4792,32.2198,5.02,,,,
동해,2015-08,27.0024,31.4813,4.95,0.01,0.02,0.49,7.22
동해,2015-08,26.0706,31.4279,5.1,,,,
동해,2015-08,26.2254,31.3624,5.1,0.01,0.02,0.19,7.65
동해,2015-08,21.7437,32.8363,6.25,0.01,0.02,0.33,1.77
동해,2015-08,22.0594,33.2898,6.16,,,,
서해,2015-08,20.0411,32.0889,,,,,
서해,2015-08,22.1662,31.5362,6.04,0.3,0.15,12.67,7.08
서해,2015-08,22.7959,31.2209,,,,,
서해,2015-08,25.1437,30.8175,5.52,0.53,0.24,4.81,8.19
서해,2015-08,27.0626,31.0538,,,,,
서해,2015-08,26.4968,31.0896,5.42,0.9,0.27,6.34,8.0
서해,2015-08,26.8834,30.8778,5.54,,,,
서해,2015-08,24.7759,30.3505,5.45,,,,
서해,2015-08,22.7049,31.068,6.32,1.92,0.57,0.21,5.93
서해,2015-08,22.5344,31.1717,,,,,
서해,2015-08,23.1873,30.8184,5.46,0.82,0.38,6.26,9.69
서해,2015-08,26.2747,30.0601,,,,,
서해,2015-08,26.266,30.0879,5.91,0.41,0.16,5.13,5.06
서해,2015-08,26.5943,29.9145,,,,,
서해,2015-08,27.0483,29.9194,5.16,1.07,0.11,4.95,7.58
서해,2015-08,27.4943,30.3758,,,,,
동해,2015-08,23.9654,32.0978,5.53,,,,
동해,2015-08,23.9497,32.1322,5.55,,,,
동해,2015-08,25.1218,31.7363,5.45,0.01,0.03,0.08,7.63
동해,2015-08,26.3003,31.7691,5.02,,,,
동해,2015-08,27.106,31.9609,4.91,0.32,0.22,4.23,11.39
동해,2015-08,26.7755,31.8899,4.93,0.01,0.02,0.15,5.66
동해,2015-08,26.9893,31.9303,4.89,,,,
동해,2015-08,26.7084,31.6533,4.95,0.01,0.02,0.2,6.25
동해,2015-08,26.6129,31.57,4.97,,,,
동해,2015-08,24.8183,31.8901,5.44,0.01,0.03,0.38,6.41
남해,2015-08,25.0852,31.5065,5.09,0.06,0.1,0.75,7.37
남해,2015-08,27.0141,31.3414,,,,,
남해,2015-08,26.3879,31.9452,4.83,0.06,0.04,0.43,5.53
남해,2015-08,26.5123,31.1869,4.8,0.06,0.02,0.18,7.75
남해,2015-08,26.4758,31.1253,,,,,
남해,2015-08,25.6147,31.3062,5.4,0.06,0.03,0.16,5.53
남해,2015-08,22.0773,32.7385,,,,,
남해,2015-08,25.8158,31.5434,6.26,0.09,0.02,0.18,6.2
남해,2015-08,25.6905,32.0789,,,,,
남해,2015-08,25.4249,31.5882,,,,,
남해,2015-08,24.8598,31.2469,,,,,
남해,2015-08,24.0006,31.4404,7.46,0.08,0.04,0.16,4.03
남해,2015-08,25.7615,31.0943,,,,,
남해,2015-08,27.8795,32.6023,,,,,
남해,2015-08,27.8189,32.5074,4.74,0.07,0.03,0.15,3.84
남해,2015-08,26.9958,31.1818,,,,,
남해,2015-08,26.7485,31.7402,4.83,0.36,0.25,0.38,17.26
남해,2015-08,25.9088,31.4235,,,,,
남해,2015-08,24.127,31.8977,6.63,0.07,0.03,0.2,4.9
남해,2015-08,24.1087,31.8786,,,,,
남해,2015-08,24.4223,32.2738,,,,,
남해,2015-08,24.8313,31.7136,,,,,
남해,2015-08,24.4172,31.8526,7.46,0.14,0.06,0.15,6.76
남해,2015-08,25.9165,31.4035,,,,,
동중국해,2015-08,28.372,33.6751,5.36,0.0001,0.02,0.85,1.69
동중국해,2015-08,28.2408,33.3204,4.59,0.01,0.02,1.22,2.7
동중국해,2015-08,28.1655,32.2871,4.2,0.0001,0.02,0.52,5.13
동중국해,2015-08,29.0524,31.6341,4.41,0.03,0.02,1.19,7.55
동중국해,2015-08,27.9775,31.0092,4.39,0.0001,0.02,0.41,8.09
남해,2015-08,25.853,31.5881,5.11,0.05,0.02,0.15,5.79
동중국해,2015-08,27.6919,29.8011,5.22,0.01,0.02,0.89,1.14
남해,2015-08,26.726,31.644,,,,,
동중국해,2015-08,27.4819,29.47,6.12,,0.02,0.53,0.14
남해,2015-08,26.409,31.8026,4.97,0.06,0.04,0.25,6.49
남해,2015-08,27.0366,32.0596,5.0,0.08,0.01,0.17,5.6
남해,2015-08,27.7098,32.1873,,,,,
동중국해,2015-08,27.3279,30.1217,4.89,0.01,0.02,1.25,0.5
남해,2015-08,27.604,32.1853,4.71,0.14,0.02,0.16,4.71
동중국해,2015-08,27.196,29.691,5.95,0.08,0.03,1.94,1.61
남해,2015-08,28.0082,33.2341,,,,,
동중국해,2015-08,27.0975,30.043000000000006,5.62,0.0001,0.04,1.5,4.84
남해,2015-08,28.2089,33.6864,4.69,0.07,0.02,0.17,1.84
남해,2015-08,27.9067,32.8046,,,,,
남해,2015-08,28.0408,32.0962,4.8,0.08,0.08,0.13,5.33
남해,2015-08,27.2913,31.5192,,,,,
남해,2015-08,27.7657,31.7681,4.89,0.08,0.03,0.2,7.14
남해,2015-08,28.4091,32.2768,,,,,
동중국해,2015-08,27.8992,32.0436,4.17,0.0001,0.09,0.89,3.19
동중국해,2015-08,27.5588,31.3308,4.41,0.0001,0.02,0.88,3.27
동중국해,2015-08,25.9003,29.9998,4.79,0.0001,0.05,1.0,5.8
남해,2015-08,25.8512,31.5433,4.91,0.08,0.1,0.54,7.53
동중국해,2015-08,26.7207,29.0153,5.92,0.0001,0.04,1.39,2.84
남해,2015-08,25.271,30.29,,,,,
동중국해,2015-08,27.0816,28.8716,5.53,0.0001,0.05,0.68,3.03
남해,2015-08,25.3365,30.8892,4.91,0.07,0.05,0.34,9.94
동중국해,2015-08,27.2282,29.0726,4.68,0.0001,0.05,1.22,3.11
남해,2015-08,25.6989,30.1583,,,,,
동중국해,2015-08,27.4776,28.4254,4.87,0.0001,0.05,1.79,3.91
동중국해,2015-08,27.4061,29.7946,4.41,0.0001,0.09,1.28,3.23
남해,2015-08,25.0115,29.9808,,,,,
동중국해,2015-08,26.609,30.0856,4.5,0.0001,0.09,1.06,1.75
남해,2015-08,24.6868,30.1413,5.29,0.08,0.09,0.14,0.17
동중국해,2015-08,26.2143,30.5953,4.34,0.0001,0.14,2.68,2.98
남해,2015-08,25.271,30.29,,,,,
남해,2015-08,25.3394,30.5013,4.94,0.07,0.07,0.29,9.24
남해,2015-08,25.2207,30.6729,,,,,
남해,2015-08,25.4713,30.8798,5.0,0.06,0.05,0.19,9.78
남해,2015-08,25.4614,31.7139,,,,,
동중국해,2015-08,26.2116,28.9866,5.06,0.0001,0.05,0.9,0.19
남해,2015-08,26.0571,31.9949,4.8,0.06,0.07,0.34,6.27
남해,2015-08,25.6134,31.3492,,,,,
동중국해,2015-08,26.0947,28.7825,4.53,0.0001,0.02,0.66,1.76
남해,2015-08,25.5566,31.5306,4.8,0.05,0.03,0.22,6.86
동중국해,2015-08,26.199,29.2095,3.51,0.0001,0.06,1.44,0.43
남해,2015-08,25.7872,32.1358,,,,,
동중국해,2015-08,25.9131,29.2225,4.06,0.0001,0.08,1.57,0.56
남해,2015-08,24.8498,31.0824,4.91,0.07,0.07,0.59,8.55
남해,2015-08,22.797,31.2022,,,,,
동중국해,2015-08,26.2627,29.405,,0.01,0.07,1.38,2.06
동중국해,2015-08,25.997,28.8321,5.48,0.0001,0.13,1.72,3.76
동중국해,2015-08,26.1473,29.6865,6.02,0.01,0.09,1.75,4.03
동중국해,2015-08,26.3157,29.9776,4.74,0.0001,0.09,1.61,3.52
동중국해,2015-08,26.6471,31.2449,4.6,0.0001,0.02,1.2,4.55
동중국해,2015-08,26.9482,32.846,,0.0001,0.01,0.79,2.66
동중국해,2015-08,27.6164,32.9511,,0.0001,,1.16,2.2
동중국해,2015-08,26.4195,31.9941,4.38,0.0001,0.03,0.92,2.49
동해,2016-08,25.5604,31.2744,5.8334,0.0754,0.001,0.6669,4.1729
동해,2016-08,25.4981,30.9651,6.1778,,,,
동해,2016-08,26.0273,32.0087,5.337999999999999,0.0169,0.0022,0.8876,3.3561
동해,2016-08,27.1537,31.4152,5.558,,,,
동해,2016-08,25.5483,32.0901,5.3799,0.0139,0.001,0.3915,2.786
동해,2016-08,26.1152,32.7361,4.9833,,,,
동해,2016-08,26.0485,33.0996,5.2269,0.0126,0.001,0.2838,3.7555
서해,2016-08,21.461,31.705,5.2156,0.5547,1.0857,4.4656,6.0887
서해,2016-08,22.853,31.825,,,,,
서해,2016-08,27.118,31.877,5.819,0.0613,0.0226,0.5632,2.3569
동해,2016-08,26.2098,32.6595,5.5354,0.0096,0.0433,0.3134,6.2834
서해,2016-08,28.906,32.147,,,,,
서해,2016-08,28.193,31.789,4.9426,0.0301,0.0272,0.5245,1.1479
동해,2016-08,28.3761,32.2803,5.048,,,,
서해,2016-08,27.602,31.765,,,,,
서해,2016-08,27.984,31.686,4.9569,0.2649,0.0282,0.6267,1.0248
동해,2016-08,24.7605,32.9712,6.165,0.0074,0.0371,0.35200000000000004,5.6353
서해,2016-08,26.851,31.65,4.8564,,,,
동해,2016-08,27.8461,32.5354,5.0903,,,,
서해,2016-08,28.227,31.645,4.8276,,,,
동해,2016-08,25.4618,33.3295,5.2011,0.027000000000000003,0.0235,0.5202,3.6004
서해,2016-08,28.632,31.802,4.8707,0.0777,0.061,1.075,1.1423
서해,2016-08,28.115,31.813,,,,,
동해,2016-08,26.6286,33.3629,4.9505,,,,
서해,2016-08,28.496,31.789,4.9282,0.5892,0.0402,0.6501,1.0094
서해,2016-08,28.3,31.753,,,,,
서해,2016-08,28.221,31.792,4.8707,0.331,0.0338,0.5326,0.797
동해,2016-08,26.4263,33.2337,4.7938,0.0153,0.001,0.3621,3.6674
서해,2016-08,27.875,31.894,,,,,
서해,2016-08,27.269,32.145,5.1868,0.0168,0.0233,0.9055,3.5191
서해,2016-08,24.649,31.78,,,,,
서해,2016-08,25.016,31.5843,4.8851,0.9833,0.1672,0.8594,10.7208
동해,2016-08,24.3802,33.0332,5.3011,,,,
동해,2016-08,24.212,32.4429,5.4983,0.0091,0.001,0.2963,2.8352
동해,2016-08,22.8699,32.4207,6.0055,0.0043,0.001,0.3949,2.6879
서해,2016-08,28.46,30.832,5.0288,0.274,0.0424,0.8527,18.5236
서해,2016-08,27.976,31.372,,,,,
서해,2016-08,28.867,31.787,6.0920000000000005,0.4851,0.0482,0.7035,5.7618
서해,2016-08,28.597,31.992,,,,,
서해,2016-08,29.403,32.076,4.9857,0.0214,0.0338,0.8927,3.1571
서해,2016-08,29.69,32.106,,,,,
서해,2016-08,29.696,31.685,4.7702,0.4373,0.0147,0.5842,3.3716
서해,2016-08,29.323,31.83,,,,,
서해,2016-08,29.576,31.771,4.7989,0.1749,0.0174,0.3144,0.7567
서해,2016-08,29.306,31.758000000000006,4.842,,,,
서해,2016-08,29.0421,31.7626,4.7989,,,,
서해,2016-08,29.447,31.467,4.684,0.0215,0.0416,0.7958,3.0571
서해,2016-08,29.649,31.308000000000003,,,,,
서해,2016-08,28.793000000000006,31.315,4.9138,0.4511,0.0209,0.4989,4.2165
서해,2016-08,29.117,31.161,,,,,
서해,2016-08,26.507,31.146,5.546,0.0742,0.0382,0.785,7.687
서해,2016-08,27.177,31.182,,,,,
서해,2016-08,25.115,31.468000000000004,5.3592,0.2826,0.1178,0.8493,7.4685
동해,2016-08,23.3647,33.0475,5.7021,,,,
동해,2016-08,25.6368,32.8669,5.263,0.0134,0.001,0.4819,3.0895
동해,2016-08,25.662,32.9009,5.2973,,,,
동해,2016-08,25.7875,32.9506,5.2327,0.0347,0.001,0.2045,3.0027
서해,2016-08,20.106,31.861,,,,,
동해,2016-08,26.394,32.7349,5.6469,,,,
서해,2016-08,20.312,31.754,5.8621,0.0852,0.0359,0.6316,6.0206
동해,2016-08,28.5453,31.519,4.8169,0.0025,0.001,0.3115,6.7346
동해,2016-08,28.6608,31.6029,4.8193,,,,
동해,2016-08,28.8348,31.7108,4.7217,0.0031,0.001,0.4358,6.7788
동해,2016-08,27.5796,32.7103,4.67,,,,
